Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,223.22999572753906,226.9499969482422,218.85000610351562,222.07000732421875,222.07000732421875,2883000
2021-06-02,221.35000610351562,223.25,218.57200622558594,220.5800018310547,220.5800018310547,2193300
2021-06-03,220.0500030517578,220.5399932861328,213.92999267578125,216.0,216.0,4565800
2021-06-04,216.99000549316406,217.41000366210938,205.3300018310547,206.94000244140625,206.94000244140625,7318300
2021-06-07,206.44000244140625,217.80999755859375,204.52999877929688,215.41000366210938,215.41000366210938,5854900
2021-06-08,217.73500061035156,221.60000610351562,212.6300048828125,215.13999938964844,215.13999938964844,2891900
2021-06-09,215.69000244140625,216.69000244140625,211.22500610351562,213.9499969482422,213.9499969482422,3353000
2021-06-10,214.88999938964844,229.41000366210938,214.75999450683594,228.60000610351562,228.60000610351562,7787200
2021-06-11,226.61000061035156,232.0,224.61000061035156,231.27000427246094,231.27000427246094,4010200
2021-06-14,231.5,234.73800659179688,228.60000610351562,233.52999877929688,233.52999877929688,2725500
2021-06-15,233.75,234.0,227.2899932861328,228.33999633789062,228.33999633789062,2319300
2021-06-16,229.0,235.8000030517578,227.64999389648438,234.1699981689453,234.1699981689453,5452600
2021-06-17,233.0,241.44900512695312,232.0,241.30999755859375,241.30999755859375,4985700
2021-06-18,241.1999969482422,247.94000244140625,239.66000366210938,244.91000366210938,244.91000366210938,5987300
2021-06-21,238.0399932861328,238.83999633789062,231.0,237.67999267578125,237.67999267578125,5998200
2021-06-22,243.8300018310547,257.5450134277344,242.8000030517578,256.6099853515625,256.6099853515625,9390400
2021-06-23,255.30999755859375,257.16400146484375,249.35000610351562,252.89999389648438,252.89999389648438,3504900
2021-06-24,255.77200317382812,258.3900146484375,251.0800018310547,253.6999969482422,253.6999969482422,3231100
2021-06-25,255.0,256.7900085449219,249.5500030517578,253.24000549316406,253.24000549316406,3799200
2021-06-28,255.0,260.82000732421875,253.8000030517578,255.08999633789062,255.08999633789062,3167900
2021-06-29,255.08999633789062,259.75,251.30999755859375,257.1199951171875,257.1199951171875,2298600
2021-06-30,257.13800048828125,260.0199890136719,251.3000030517578,251.30999755859375,251.30999755859375,2820600
2021-07-01,251.0,254.0,245.5399932861328,251.16000366210938,251.16000366210938,2510300
2021-07-02,254.2689971923828,256.3500061035156,250.72000122070312,252.58999633789062,252.58999633789062,1914800
2021-07-06,257.8399963378906,267.1700134277344,257.70001220703125,264.9800109863281,264.9800109863281,5669500
2021-07-07,268.7300109863281,269.67999267578125,260.6300048828125,267.5199890136719,267.5199890136719,3485400
2021-07-08,259.6499938964844,265.1650085449219,254.27999877929688,263.3900146484375,263.3900146484375,3414200
2021-07-09,262.9549865722656,265.0,259.6000061035156,264.44000244140625,264.44000244140625,2587000
2021-07-12,267.6969909667969,269.8900146484375,260.29998779296875,261.7900085449219,261.7900085449219,2146200
2021-07-13,261.1400146484375,267.489990234375,259.1099853515625,261.1600036621094,261.1600036621094,2246300
2021-07-14,263.1600036621094,264.05999755859375,252.64999389648438,254.22999572753906,254.22999572753906,2705200
2021-07-15,255.74000549316406,255.85000610351562,247.0500030517578,249.3000030517578,249.3000030517578,2532900
2021-07-16,252.00999450683594,253.6300048828125,248.41900634765625,249.9600067138672,249.9600067138672,2113800
2021-07-19,245.0500030517578,252.14999389648438,239.7100067138672,250.39999389648438,250.39999389648438,3196100
2021-07-20,254.89500427246094,255.0,245.8699951171875,252.24000549316406,252.24000549316406,2417500
2021-07-21,252.4499969482422,254.83999633789062,249.50999450683594,253.5500030517578,253.5500030517578,1841500
2021-07-22,254.72000122070312,265.0,254.64199829101562,263.0400085449219,263.0400085449219,3284300
2021-07-23,261.32000732421875,272.6300048828125,260.51800537109375,268.9599914550781,268.9599914550781,3749100
2021-07-26,267.55999755859375,268.30999755859375,261.42999267578125,264.8299865722656,264.8299865722656,1718200
2021-07-27,266.0,266.96099853515625,254.02999877929688,257.8399963378906,257.8399963378906,2357700
2021-07-28,260.17999267578125,264.8800048828125,258.0,263.5799865722656,263.5799865722656,1863100
2021-07-29,263.510009765625,266.760009765625,259.55999755859375,260.0299987792969,260.0299987792969,2142700
2021-07-30,256.07000732421875,259.57000732421875,252.5709991455078,253.61000061035156,253.61000061035156,2265300
2021-08-02,254.25999450683594,257.1700134277344,246.1999969482422,253.91000366210938,253.91000366210938,2286500
2021-08-03,255.30999755859375,262.5820007324219,250.5800018310547,254.33999633789062,254.33999633789062,2570700
2021-08-04,255.3800048828125,265.19000244140625,254.1300048828125,264.2099914550781,264.2099914550781,2079800
2021-08-05,265.30999755859375,268.3299865722656,261.43499755859375,265.6199951171875,265.6199951171875,1872000
2021-08-06,264.29998779296875,267.739990234375,256.1300048828125,260.739990234375,260.739990234375,1839000
2021-08-09,258.95001220703125,265.5,258.1960144042969,263.55999755859375,263.55999755859375,1614200
2021-08-10,266.25,266.68499755859375,252.10000610351562,252.6699981689453,252.6699981689453,3214400
2021-08-11,254.2050018310547,254.97999572753906,233.86000061035156,239.8800048828125,239.8800048828125,5487800
2021-08-12,240.0,247.4600067138672,239.8800048828125,245.82000732421875,245.82000732421875,2479500
2021-08-13,245.82000732421875,248.96400451660156,242.27999877929688,243.82000732421875,243.82000732421875,1765700
2021-08-16,243.3300018310547,243.45899963378906,229.07000732421875,234.7100067138672,234.7100067138672,3755700
2021-08-17,234.0,234.27000427246094,227.25,232.8000030517578,232.8000030517578,3091400
2021-08-18,233.47500610351562,237.5,230.22999572753906,233.77999877929688,233.77999877929688,2028000
2021-08-19,231.97500610351562,237.1999969482422,231.02000427246094,234.9600067138672,234.9600067138672,2077100
2021-08-20,236.5399932861328,238.63999938964844,233.32200622558594,237.8800048828125,237.8800048828125,1737200
2021-08-23,242.10000610351562,246.80999755859375,239.31100463867188,245.8000030517578,245.8000030517578,2670900
2021-08-24,260.57000732421875,269.67999267578125,258.4200134277344,265.6300048828125,265.6300048828125,11061200
2021-08-25,267.0299987792969,275.75,265.19000244140625,270.0,270.0,14749100
2021-08-26,269.5799865722656,281.80999755859375,268.3900146484375,278.7699890136719,278.7699890136719,6780100
2021-08-27,279.5450134277344,285.760009765625,277.75,282.30999755859375,282.30999755859375,4032000
2021-08-30,285.30999755859375,289.239990234375,280.5,286.3699951171875,286.3699951171875,4772900
2021-08-31,281.989990234375,286.3999938964844,278.375,281.0,281.0,8621700
2021-09-01,273.2200012207031,285.45001220703125,269.28399658203125,269.9700012207031,269.9700012207031,11742300
2021-09-02,272.25,275.17999267578125,269.3800048828125,272.6700134277344,272.6700134277344,4182400
2021-09-03,272.5899963378906,278.8399963378906,271.20001220703125,278.2300109863281,278.2300109863281,3469300
2021-09-07,279.3699951171875,279.79998779296875,268.3089904785156,269.67999267578125,269.67999267578125,4467400
2021-09-08,270.2300109863281,270.5799865722656,263.6600036621094,265.2300109863281,265.2300109863281,3044700
2021-09-09,265.010009765625,269.8500061035156,264.5299987792969,265.1600036621094,265.1600036621094,2972200
2021-09-10,268.07000732421875,269.70001220703125,260.57000732421875,262.0,262.0,3036000
2021-09-13,258.7200012207031,259.69000244140625,248.3800048828125,254.02999877929688,254.02999877929688,4953400
2021-09-14,256.0400085449219,259.0530090332031,253.8300018310547,257.29998779296875,257.29998779296875,2462300
2021-09-15,257.8900146484375,259.9800109863281,254.36000061035156,259.57000732421875,259.57000732421875,2339500
2021-09-16,260.2300109863281,265.05999755859375,257.04998779296875,264.739990234375,264.739990234375,2282800
2021-09-17,266.3299865722656,266.7200012207031,259.57000732421875,263.0899963378906,263.0899963378906,4606600
2021-09-20,254.35000610351562,261.6199951171875,253.1300048828125,257.55999755859375,257.55999755859375,2867000
2021-09-21,254.64999389648438,259.5899963378906,252.50999450683594,254.11000061035156,254.11000061035156,4293100
2021-09-22,252.88999938964844,261.07000732421875,250.5500030517578,259.8599853515625,259.8599853515625,2386300
2021-09-23,262.489990234375,264.2900085449219,259.92999267578125,262.2900085449219,262.2900085449219,1910600
2021-09-24,262.04998779296875,262.04998779296875,254.1699981689453,261.75,261.75,2039400
2021-09-27,259.29998779296875,260.8900146484375,250.3000030517578,253.33999633789062,253.33999633789062,3583400
2021-09-28,249.0500030517578,249.8300018310547,240.30999755859375,241.86000061035156,241.86000061035156,3817700
2021-09-29,243.6999969482422,248.32000732421875,238.57000732421875,239.57000732421875,239.57000732421875,2836500
2021-09-30,240.8800048828125,247.7100067138672,240.27000427246094,245.77999877929688,245.77999877929688,2511700
2021-10-01,246.64999389648438,252.6199951171875,243.22999572753906,249.27000427246094,249.27000427246094,2576100
2021-10-04,245.57000732421875,247.25999450683594,235.6300048828125,238.8800048828125,238.8800048828125,3179800
2021-10-05,240.08999633789062,246.10000610351562,239.27699279785156,244.9199981689453,244.9199981689453,2174900
2021-10-06,243.33999633789062,251.61000061035156,242.77000427246094,248.1999969482422,248.1999969482422,2139200
2021-10-07,251.3280029296875,253.77999877929688,249.6699981689453,249.8800048828125,249.8800048828125,1782000
2021-10-08,250.15199279785156,250.97000122070312,243.5,245.0,245.0,1758400
2021-10-11,243.2100067138672,248.7100067138672,241.64999389648438,244.36000061035156,244.36000061035156,1113200
