Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,339.19000244140625,340.9599914550781,329.2300109863281,333.67999267578125,333.67999267578125,1537400
2021-06-02,331.2200012207031,338.69000244140625,327.239990234375,331.4800109863281,331.4800109863281,1134200
2021-06-03,328.4200134277344,330.5050048828125,309.6700134277344,309.8299865722656,309.8299865722656,2277400
2021-06-04,313.70001220703125,319.0,309.010009765625,309.9100036621094,309.9100036621094,1833600
2021-06-07,308.8399963378906,315.7799987792969,304.5,314.5199890136719,314.5199890136719,1719300
2021-06-08,316.3800048828125,323.80999755859375,312.5,317.20001220703125,317.20001220703125,1423800
2021-06-09,318.8999938964844,326.739990234375,314.2799987792969,314.6099853515625,314.6099853515625,1573800
2021-06-10,314.0,324.95001220703125,312.75299072265625,324.1000061035156,324.1000061035156,1419700
2021-06-11,324.0400085449219,333.989990234375,322.2900085449219,332.7300109863281,332.7300109863281,1815700
2021-06-14,335.5,347.1300048828125,333.0,343.07000732421875,343.07000732421875,2036400
2021-06-15,340.760009765625,341.95001220703125,333.5,335.5,335.5,1582900
2021-06-16,335.5,338.6600036621094,325.7900085449219,334.3999938964844,334.3999938964844,2022400
2021-06-17,335.0,365.0,333.8399963378906,360.9700012207031,360.9700012207031,3228900
2021-06-18,359.260009765625,372.8599853515625,357.5,367.6099853515625,367.6099853515625,2718300
2021-06-21,367.42999267578125,368.79998779296875,353.1600036621094,363.19000244140625,363.19000244140625,1902400
2021-06-22,369.79998779296875,382.0799865722656,367.2359924316406,377.5299987792969,377.5299987792969,2079500
2021-06-23,378.0,386.44000244140625,377.8999938964844,385.4100036621094,385.4100036621094,1476200
2021-06-24,389.0,393.92999267578125,382.4800109863281,386.55999755859375,386.55999755859375,1346100
2021-06-25,386.1099853515625,387.7900085449219,376.54998779296875,383.69000244140625,383.69000244140625,5778800
2021-06-28,389.4200134277344,397.75799560546875,387.6400146484375,394.1199951171875,394.1199951171875,1573300
2021-06-29,394.0,403.4049987792969,391.12701416015625,400.17999267578125,400.17999267578125,1532000
2021-06-30,400.17999267578125,400.17999267578125,390.79998779296875,394.1600036621094,394.1600036621094,1643700
2021-07-01,396.0,396.6000061035156,380.6600036621094,387.0,387.0,1692900
2021-07-02,390.7900085449219,395.135009765625,385.3710021972656,388.67999267578125,388.67999267578125,826900
2021-07-06,386.0799865722656,400.3299865722656,386.0799865722656,394.3900146484375,394.3900146484375,1146300
2021-07-07,398.510009765625,401.4490051269531,387.54901123046875,388.8500061035156,388.8500061035156,1012500
2021-07-08,379.4200134277344,387.1700134277344,375.6099853515625,384.8500061035156,384.8500061035156,1056900
2021-07-09,384.2699890136719,393.0,380.635009765625,392.2699890136719,392.2699890136719,1086600
